Entity_ID,Entity_Name,Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,raw_sql,compiled,resource_type,config_enabled,config_metarialized,config_persist_docs,config_quoting,config_column_types,config_full_refresh,config_unique_key,config_on_schema_change,config_copy_grants,config_transient,config_post_hook__,config_pre_hook__,database,schema,fqn___,unique_id,package_name,root_path,path,original_file_path,name,alias,checksum,tags___,refs___,sources___,description,columns,meta,docs,patch_path,compiled_path,build_path,deferred,unrendered_config,created_at,compiled_sql,extra_ctes_injected,extra_ctes___
`53HV23PC5TSKHQDVBM4I280CGO`,`DBT_PROJECT_EVALUATOR_EXCEPTIONS`,`Seed`,`2023-08-01-17-23-19`,`2023-08-01-17-23-19`,`99991231000000`,`53HV23PC5TSKHQDVBM4I280CGO`,`1`,`I`,``,``,`seed`,`seed`,`true`,`{}`,`{}`,`{}`,``,``,`ignore`,``,``,`[]`,`[]`,`ANALYTICS`,`DBT_GGITHIRI`,`["jaffle_shop","dbt_project_evaluator_exceptions"]`,`seed.jaffle_shop.dbt_project_evaluator_exceptions`,`jaffle_shop`,`C:\\Users\\LENOVO\\Desktop\\EonCollective\\dbt\\dbt_fundamentals`,`dbt_project_evaluator_exceptions.csv`,`seeds\\dbt_project_evaluator_exceptions.csv`,`dbt_project_evaluator_exceptions`,`dbt_project_evaluator_exceptions`,`{"name":"sha256","checksum":"3de7a1d49f1855a445f3b8ddf7de3ee495844f4b6b92d1ed99fa29b374803f72"}`,`[]`,`[]`,`[]`,``,`{}`,`{}`,`{"show":true}`,``,``,``,`false`,`{}`,`1688629733.1298702`,``,``,``
`41HMQ7SDVN8C8KNKF0K6G2S9F9`,`EMPLOYEES`,`Seed`,`2023-08-01-17-23-19`,`2023-08-01-17-23-19`,`99991231000000`,`41HMQ7SDVN8C8KNKF0K6G2S9F9`,`1`,`I`,``,``,`seed`,`seed`,`true`,`{}`,`{}`,`{}`,``,``,`ignore`,``,``,`[]`,`[]`,`ANALYTICS`,`DBT_GGITHIRI`,`["jaffle_shop","employees"]`,`seed.jaffle_shop.employees`,`jaffle_shop`,`C:\\Users\\LENOVO\\Desktop\\EonCollective\\dbt\\dbt_fundamentals`,`employees.csv`,`seeds\\employees.csv`,`employees`,`employees`,`{"name":"sha256","checksum":"1a31526d586765bdc5e478aaea8b596e4dd0a554888e31fd5c3dd5ee05d01812"}`,`[]`,`[]`,`[]`,``,`{}`,`{}`,`{"show":true}`,``,``,``,`false`,`{}`,`1688629733.1298702`,``,``,``
