362TK17K3MDATK0U8E9IU6Q38H,dim_customers,SQL,model.jaffle_shop.dim_customers,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,362TK17K3MDATK0U8E9IU6Q38H,1,I,Compiled SQL,Snowflake,jaffle_shop,models\marts\core\dim_customers.sql,models\marts\core\dim_customers.sql
UCD8J2NIIH3T7HO7NBO3NRHM0,fct_orders,SQL,model.jaffle_shop.fct_orders,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,UCD8J2NIIH3T7HO7NBO3NRHM0,1,I,Compiled SQL,Snowflake,jaffle_shop,models\marts\core\fct_orders.sql,models\marts\core\fct_orders.sql
2M2E4T339GUTAEIR26M1ID7VHJ,int_orders__pivoted,SQL,model.jaffle_shop.int_orders__pivoted,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,2M2E4T339GUTAEIR26M1ID7VHJ,1,I,Compiled SQL,Snowflake,jaffle_shop,models\marts\intermediate\int_orders__pivoted.sql,models\marts\intermediate\int_orders__pivoted.sql
2STCQ4RI8D4LTJ08BQVMEME68E,stg_customers,SQL,model.jaffle_shop.stg_customers,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,2STCQ4RI8D4LTJ08BQVMEME68E,1,I,Compiled SQL,Snowflake,jaffle_shop,models\staging\jaffle_shop\stg_customers.sql,models\staging\jaffle_shop\stg_customers.sql
51S2AVH22RR223556D6U46VLD6,stg_orders,SQL,model.jaffle_shop.stg_orders,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,51S2AVH22RR223556D6U46VLD6,1,I,Compiled SQL,Snowflake,jaffle_shop,models\staging\jaffle_shop\stg_orders.sql,models\staging\jaffle_shop\stg_orders.sql
66NL6G05HEP4QROS49SG5UE7OP,stg_payments,SQL,model.jaffle_shop.stg_payments,Model,SQL,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,66NL6G05HEP4QROS49SG5UE7OP,1,I,Compiled SQL,Snowflake,jaffle_shop,models\staging\stripe\stg_payments.sql,models\staging\stripe\stg_payments.sql
