Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Technology
7DU51P0TD87927VE5M63ESJI6U,Snowflake,System,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,7DU51P0TD87927VE5M63ESJI6U,snowflake
7DU51P0TD87927VE5M63ESJI6U,Snowflake,System,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,7DU51P0TD87927VE5M63ESJI6U,snowflake
7DU51P0TD87927VE5M63ESJI6U,Snowflake,System,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,7DU51P0TD87927VE5M63ESJI6U,snowflake
7DU51P0TD87927VE5M63ESJI6U,Snowflake,System,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,7DU51P0TD87927VE5M63ESJI6U,snowflake
