Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,Entity_Type,Entity_Parent_Name,Entity_Parent_Type,coordinate,Snipets
4Q1DDAA5JDA2OP823CVUUTRB1N,ORDER_ID,Column,20230801172340,20230801172340,99991231000000,4Q1DDAA5JDA2OP823CVUUTRB1N,1,I,Column,CTE-ORDERS-1,With_cte,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
81DUM9DNUDG2H320NBQ1S651C,amount,Column,20230801172340,20230801172340,99991231000000,81DUM9DNUDG2H320NBQ1S651C,1,I,Column,CTE-ORDER_PAYMENTS-1,With_cte,`[{"hashCode":"0","x":12,"y":9},{"hashCode":"0","x":12,"y":68}]`,
4215DHR1490L50U3SGAFH8QBC2,order_id,Column,20230801172340,20230801172340,99991231000000,4215DHR1490L50U3SGAFH8QBC2,1,I,Column,CTE-ORDER_PAYMENTS-1,With_cte,`[{"hashCode":"0","x":11,"y":9},{"hashCode":"0","x":11,"y":17}]`,
2LT58GPP23UV2LSAGT6AQ6H5JP,*,Column,20230801172340,20230801172340,99991231000000,2LT58GPP23UV2LSAGT6AQ6H5JP,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
782J1KRSVV7P7Q3IQ413G0TDLD,AMOUNT,Column,20230801172340,20230801172340,99991231000000,782J1KRSVV7P7Q3IQ413G0TDLD,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
U0TGNJS50NIOV89E01DD9V2B2,ORDER_ID,Column,20230801172340,20230801172340,99991231000000,U0TGNJS50NIOV89E01DD9V2B2,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
41ENJR9R2CA84TEE6HSO3R5S31,STATUS,Column,20230801172340,20230801172340,99991231000000,41ENJR9R2CA84TEE6HSO3R5S31,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
5IQG1H5CVMMQMCCP0P525EK9AK,CUSTOMER_ID,Column,20230801172340,20230801172340,99991231000000,5IQG1H5CVMMQMCCP0P525EK9AK,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
7T2TBOHML59F2PK783Q9IK47BN,ORDER_DATE,Column,20230801172340,20230801172340,99991231000000,7T2TBOHML59F2PK783Q9IK47BN,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
6AL33404AENKKKAFR3QTRFI4HO,order_id,Column,20230801172340,20230801172340,99991231000000,6AL33404AENKKKAFR3QTRFI4HO,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":21,"y":9},{"hashCode":"0","x":21,"y":24}]`,
50017P9ARCJHJLIKKDAGCQV2UQ,*,Column,20230801172340,20230801172340,99991231000000,50017P9ARCJHJLIKKDAGCQV2UQ,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
53N2HUMURUC65OA7CFG260BS96,AMOUNT,Column,20230801172340,20230801172340,99991231000000,53N2HUMURUC65OA7CFG260BS96,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
427381TN0R2E9M16L69EJHDC6R,ORDER_ID,Column,20230801172340,20230801172340,99991231000000,427381TN0R2E9M16L69EJHDC6R,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":6,"y":12},{"hashCode":"0","x":6,"y":13}]`,
67V93IA6E2C0M13RH4KI4UJFRO,status,Column,20230801172340,20230801172340,99991231000000,67V93IA6E2C0M13RH4KI4UJFRO,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":12,"y":23},{"hashCode":"0","x":12,"y":29}]`,
9TTHLRGUFBM2KTDJFD2HRVL67,amount,Column,20230801172340,20230801172340,99991231000000,9TTHLRGUFBM2KTDJFD2HRVL67,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":12,"y":9},{"hashCode":"0","x":12,"y":68}]`,
6E502SGQMK9DMJJCSUNT56QDLP,order_id,Column,20230801172340,20230801172340,99991231000000,6E502SGQMK9DMJJCSUNT56QDLP,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":11,"y":9},{"hashCode":"0","x":11,"y":17}]`,
6R6Q1PRPTD36H7NN3K76O1RT3J,RelationRows,Column,20230801172340,20230801172340,99991231000000,6R6Q1PRPTD36H7NN3K76O1RT3J,1,I,Column,RS-4,Select_list,`[{"hashCode":"0","x":21,"y":9},{"hashCode":"0","x":24,"y":53}]`,
422VKOTDN3TUT1UP813DDQAGH5,amount,Column,20230801172340,20230801172340,99991231000000,422VKOTDN3TUT1UP813DDQAGH5,1,I,Column,RS-4,Select_list,`[{"hashCode":"0","x":24,"y":9},{"hashCode":"0","x":24,"y":53}]`,
U3ULB0T6D8NL43RAAR85DFQ67,customer_id,Column,20230801172340,20230801172340,99991231000000,U3ULB0T6D8NL43RAAR85DFQ67,1,I,Column,RS-4,Select_list,`[{"hashCode":"0","x":22,"y":9},{"hashCode":"0","x":22,"y":27}]`,
14J4QCR8QQDC11Q09HFNGDF0AB,order_date,Column,20230801172340,20230801172340,99991231000000,14J4QCR8QQDC11Q09HFNGDF0AB,1,I,Column,RS-4,Select_list,`[{"hashCode":"0","x":23,"y":9},{"hashCode":"0","x":23,"y":26}]`,
7TSUG3H44OI8RJ4KL3DPSQVH6H,order_id,Column,20230801172340,20230801172340,99991231000000,7TSUG3H44OI8RJ4KL3DPSQVH6H,1,I,Column,RS-4,Select_list,`[{"hashCode":"0","x":21,"y":9},{"hashCode":"0","x":21,"y":24}]`,
22ULKOL0J3ISMF2GLC0FVP55B9,RelationRows,Column,20230801172340,20230801172340,99991231000000,22ULKOL0J3ISMF2GLC0FVP55B9,1,I,Column,RS-5,Select_list,`[{"hashCode":"0","x":30,"y":8},{"hashCode":"0","x":30,"y":9}]`,
35HG5C76R5I0D0SSRRHG0OGP3P,amount,Column,20230801172340,20230801172340,99991231000000,35HG5C76R5I0D0SSRRHG0OGP3P,1,I,Column,RS-5,Select_list,`[{"hashCode":"0","x":30,"y":8},{"hashCode":"0","x":30,"y":9}]`,
4Q6G6VK62MS83L8D5SS9QE0MH9,customer_id,Column,20230801172340,20230801172340,99991231000000,4Q6G6VK62MS83L8D5SS9QE0MH9,1,I,Column,RS-5,Select_list,`[{"hashCode":"0","x":30,"y":8},{"hashCode":"0","x":30,"y":9}]`,
5Q0LT79DKGOP4G87H5H2RJMVOV,order_date,Column,20230801172340,20230801172340,99991231000000,5Q0LT79DKGOP4G87H5H2RJMVOV,1,I,Column,RS-5,Select_list,`[{"hashCode":"0","x":30,"y":8},{"hashCode":"0","x":30,"y":9}]`,
2O4EGK34Q105V2DDIL3EQFMIGT,order_id,Column,20230801172340,20230801172340,99991231000000,2O4EGK34Q105V2DDIL3EQFMIGT,1,I,Column,RS-5,Select_list,`[{"hashCode":"0","x":30,"y":8},{"hashCode":"0","x":30,"y":9}]`,
28NGBNL3B6J8NHVEDQ9LR86EEU,case-when,Column,20230801172340,20230801172340,99991231000000,28NGBNL3B6J8NHVEDQ9LR86EEU,1,I,Column,case-when,Function,`[{"hashCode":"0","x":12,"y":18},{"hashCode":"0","x":12,"y":53}]`,
3ICGVKAEMSGVLHJUL8PVQFTAD0,coalesce,Column,20230801172340,20230801172340,99991231000000,3ICGVKAEMSGVLHJUL8PVQFTAD0,1,I,Column,coalesce,Function,`[{"hashCode":"0","x":24,"y":9},{"hashCode":"0","x":24,"y":17}]`,
41MV5VEHNOJ2H70KF0NAFV6IF9,sum,Column,20230801172340,20230801172340,99991231000000,41MV5VEHNOJ2H70KF0NAFV6IF9,1,I,Column,sum,Function,`[{"hashCode":"0","x":12,"y":9},{"hashCode":"0","x":12,"y":12}]`,
13D1CV73R1IJ0TPMULRNE156NL,*,Column,20230801172348,20230801172348,99991231000000,13D1CV73R1IJ0TPMULRNE156NL,1,I,Column,stg_payments,Table,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
265GOFDUIAOEA5JEOCDCNILTPB,amount,Column,20230801172348,20230801172348,99991231000000,265GOFDUIAOEA5JEOCDCNILTPB,1,I,Column,stg_payments,Table,`[{"hashCode":"0","x":10,"y":64},{"hashCode":"0","x":10,"y":70}]`,
69PTHJSNJUR0DRK3UF52DKVLML,order_id,Column,20230801172348,20230801172348,99991231000000,69PTHJSNJUR0DRK3UF52DKVLML,1,I,Column,stg_payments,Table,`[{"hashCode":"0","x":7,"y":9},{"hashCode":"0","x":7,"y":17}]`,
1FNMNJ7L5FL7MMKPS7G8VS9FMV,payment_method,Column,20230801172348,20230801172348,99991231000000,1FNMNJ7L5FL7MMKPS7G8VS9FMV,1,I,Column,stg_payments,Table,`[{"hashCode":"0","x":10,"y":26},{"hashCode":"0","x":10,"y":40}]`,
29UM8G83G2DSHRTHU33JEOBF5F,bank_transfer_a,Column,20230801172348,20230801172348,99991231000000,29UM8G83G2DSHRTHU33JEOBF5F,1,I,Column,CTE-FINAL-1,With_cte,`[{"hashCode":"0","x":8,"y":13},{"hashCode":"0","x":13,"y":33}]`,
29VFK42IM0SR3TPK79V0HUTS3N,coupon_a,Column,20230801172348,20230801172348,99991231000000,29VFK42IM0SR3TPK79V0HUTS3N,1,I,Column,CTE-FINAL-1,With_cte,`[{"hashCode":"0","x":20,"y":13},{"hashCode":"0","x":25,"y":26}]`,
1E06DV3NGSABN6JQR1HNPV25N0,credit_card_a,Column,20230801172348,20230801172348,99991231000000,1E06DV3NGSABN6JQR1HNPV25N0,1,I,Column,CTE-FINAL-1,With_cte,`[{"hashCode":"0","x":14,"y":13},{"hashCode":"0","x":19,"y":31}]`,
4B8O3B2LKVQ88NN1LB99OT99KS,gift_card_a,Column,20230801172348,20230801172348,99991231000000,4B8O3B2LKVQ88NN1LB99OT99KS,1,I,Column,CTE-FINAL-1,With_cte,`[{"hashCode":"0","x":26,"y":13},{"hashCode":"0","x":31,"y":29}]`,
46613809I8RN5DL11QFFMSEF7A,order_id,Column,20230801172348,20230801172348,99991231000000,46613809I8RN5DL11QFFMSEF7A,1,I,Column,CTE-FINAL-1,With_cte,`[{"hashCode":"0","x":7,"y":9},{"hashCode":"0","x":7,"y":17}]`,
1JRBGG1IHMVM8VUA45DJ080OVO,*,Column,20230801172348,20230801172348,99991231000000,1JRBGG1IHMVM8VUA45DJ080OVO,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
43KJ7P7H0O8IH06K03L0618HU8,AMOUNT,Column,20230801172348,20230801172348,99991231000000,43KJ7P7H0O8IH06K03L0618HU8,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
4QQRCSBKMS50AM67E9N2ADR169,ORDER_ID,Column,20230801172348,20230801172348,99991231000000,4QQRCSBKMS50AM67E9N2ADR169,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
5SHIFFMEE582ITDVAE6TC3MC3R,PAYMENT_METHOD,Column,20230801172348,20230801172348,99991231000000,5SHIFFMEE582ITDVAE6TC3MC3R,1,I,Column,CTE-PAYMENTS-1,With_cte,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
2HJNMQ3G6RDNN04EMV3MSEIBR7,AMOUNT,Column,20230801172348,20230801172348,99991231000000,2HJNMQ3G6RDNN04EMV3MSEIBR7,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
4N4690C1PJFRMB6CEEJ6DMTPF9,ORDER_ID,Column,20230801172348,20230801172348,99991231000000,4N4690C1PJFRMB6CEEJ6DMTPF9,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":12},{"hashCode":"0","x":2,"y":13}]`,
JHKD3CT2768J6E26J5710GBFF,payment_method,Column,20230801172348,20230801172348,99991231000000,JHKD3CT2768J6E26J5710GBFF,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":10,"y":26},{"hashCode":"0","x":10,"y":40}]`,
372FB2BINCJP6934K585TNQHL6,bank_transfer_a,Column,20230801172348,20230801172348,99991231000000,372FB2BINCJP6934K585TNQHL6,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":8,"y":13},{"hashCode":"0","x":13,"y":33}]`,
59L8R6M0BSNB6LGJFB61H2P42D,coupon_a,Column,20230801172348,20230801172348,99991231000000,59L8R6M0BSNB6LGJFB61H2P42D,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":20,"y":13},{"hashCode":"0","x":25,"y":26}]`,
2PVEIDVSIK19S1VL57VHFOM5V0,credit_card_a,Column,20230801172348,20230801172348,99991231000000,2PVEIDVSIK19S1VL57VHFOM5V0,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":14,"y":13},{"hashCode":"0","x":19,"y":31}]`,
28RDUT95D94OA3UUE2AENBORRL,gift_card_a,Column,20230801172348,20230801172348,99991231000000,28RDUT95D94OA3UUE2AENBORRL,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":26,"y":13},{"hashCode":"0","x":31,"y":29}]`,
2FPKR9E4GQOF2JIC7JBOOPDAHI,order_id,Column,20230801172348,20230801172348,99991231000000,2FPKR9E4GQOF2JIC7JBOOPDAHI,1,I,Column,RS-2,Select_list,`[{"hashCode":"0","x":7,"y":9},{"hashCode":"0","x":7,"y":17}]`,
4FLD20MFO61J9I1I9T5183F445,bank_transfer_a,Column,20230801172348,20230801172348,99991231000000,4FLD20MFO61J9I1I9T5183F445,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":36,"y":8},{"hashCode":"0","x":36,"y":9}]`,
5NEI0T4HHTNT5M17J468HBQUBN,coupon_a,Column,20230801172348,20230801172348,99991231000000,5NEI0T4HHTNT5M17J468HBQUBN,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":36,"y":8},{"hashCode":"0","x":36,"y":9}]`,
4CLTGINGOVIOPGOEIENVKPPN5P,credit_card_a,Column,20230801172348,20230801172348,99991231000000,4CLTGINGOVIOPGOEIENVKPPN5P,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":36,"y":8},{"hashCode":"0","x":36,"y":9}]`,
4PJHA12G1DU96SF73F3Q19B0MS,gift_card_a,Column,20230801172348,20230801172348,99991231000000,4PJHA12G1DU96SF73F3Q19B0MS,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":36,"y":8},{"hashCode":"0","x":36,"y":9}]`,
59TQCSKKNDV3SO65MTN5NC243H,order_id,Column,20230801172348,20230801172348,99991231000000,59TQCSKKNDV3SO65MTN5NC243H,1,I,Column,RS-3,Select_list,`[{"hashCode":"0","x":36,"y":8},{"hashCode":"0","x":36,"y":9}]`,
EMPKVTJ3C51MLTGIV2CSB4N6D,case-when,Column,20230801172348,20230801172348,99991231000000,EMPKVTJ3C51MLTGIV2CSB4N6D,1,I,Column,case-when,Function,`[{"hashCode":"0","x":16,"y":21},{"hashCode":"0","x":16,"y":68}]`,
422P9T9IF5NBSD421GSPICTQEP,case-when,Column,20230801172348,20230801172348,99991231000000,422P9T9IF5NBSD421GSPICTQEP,1,I,Column,case-when,Function,`[{"hashCode":"0","x":10,"y":21},{"hashCode":"0","x":10,"y":70}]`,
1LRK90H64SCV3N5FFU4NOAT66B,case-when,Column,20230801172348,20230801172348,99991231000000,1LRK90H64SCV3N5FFU4NOAT66B,1,I,Column,case-when,Function,`[{"hashCode":"0","x":28,"y":21},{"hashCode":"0","x":28,"y":66}]`,
6TRIV1DTUQ9DM5TVSOSJBSO5ER,case-when,Column,20230801172348,20230801172348,99991231000000,6TRIV1DTUQ9DM5TVSOSJBSO5ER,1,I,Column,case-when,Function,`[{"hashCode":"0","x":22,"y":21},{"hashCode":"0","x":22,"y":63}]`,
2R059RFDPNE94BBU9FL6OK1JKM,sum,Column,20230801172348,20230801172348,99991231000000,2R059RFDPNE94BBU9FL6OK1JKM,1,I,Column,sum,Function,`[{"hashCode":"0","x":8,"y":13},{"hashCode":"0","x":8,"y":16}]`,
5BF2U1LIDFQ9T0RBJTI2ENR3F3,sum,Column,20230801172348,20230801172348,99991231000000,5BF2U1LIDFQ9T0RBJTI2ENR3F3,1,I,Column,sum,Function,`[{"hashCode":"0","x":26,"y":13},{"hashCode":"0","x":26,"y":16}]`,
4L51H4B5Q4FR01KD9RL9CKUKRV,sum,Column,20230801172348,20230801172348,99991231000000,4L51H4B5Q4FR01KD9RL9CKUKRV,1,I,Column,sum,Function,`[{"hashCode":"0","x":20,"y":13},{"hashCode":"0","x":20,"y":16}]`,
4QF6786D6G7OU1B7P47LKQ6F95,sum,Column,20230801172348,20230801172348,99991231000000,4QF6786D6G7OU1B7P47LKQ6F95,1,I,Column,sum,Function,`[{"hashCode":"0","x":14,"y":13},{"hashCode":"0","x":14,"y":16}]`,
1ST7QMV874DLF8FBR1D4RVNOJJ,first_name,Column,20230801172349,20230801172349,99991231000000,1ST7QMV874DLF8FBR1D4RVNOJJ,1,I,Column,customers,Table,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":15}]`,
7KJMO8IS0P2T4NP9EBR7QG61PG,id,Column,20230801172349,20230801172349,99991231000000,7KJMO8IS0P2T4NP9EBR7QG61PG,1,I,Column,customers,Table,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":7}]`,
7I8RIVKSEHH12EFGC554V04O6S,last_name,Column,20230801172349,20230801172349,99991231000000,7I8RIVKSEHH12EFGC554V04O6S,1,I,Column,customers,Table,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":14}]`,
4DFF5VAF3CVRVMJ548HDLS35RO,customer_id,Column,20230801172349,20230801172349,99991231000000,4DFF5VAF3CVRVMJ548HDLS35RO,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":22}]`,
7E0BRBN5JNIND8RTP83JHPCLHH,first_name,Column,20230801172349,20230801172349,99991231000000,7E0BRBN5JNIND8RTP83JHPCLHH,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":15}]`,
B6RBKNBO5QEOIO6FKH4I5GNKG,last_name,Column,20230801172349,20230801172349,99991231000000,B6RBKNBO5QEOIO6FKH4I5GNKG,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":14}]`,
29F0VRE7Q6HC2390ACP6UQ9BAO,id,Column,20230801172351,20230801172351,99991231000000,29F0VRE7Q6HC2390ACP6UQ9BAO,1,I,Column,orders,Table,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":7}]`,
31EO9MKLFBLB88IN0P54CV9NTE,order_date,Column,20230801172351,20230801172351,99991231000000,31EO9MKLFBLB88IN0P54CV9NTE,1,I,Column,orders,Table,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":15}]`,
39M6FB9OTNVOSFDMSU5C4JAD13,status,Column,20230801172351,20230801172351,99991231000000,39M6FB9OTNVOSFDMSU5C4JAD13,1,I,Column,orders,Table,`[{"hashCode":"0","x":5,"y":5},{"hashCode":"0","x":5,"y":11}]`,
64VVKP2ER1SL1BCAU3EKEBU2P1,user_id,Column,20230801172351,20230801172351,99991231000000,64VVKP2ER1SL1BCAU3EKEBU2P1,1,I,Column,orders,Table,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":12}]`,
3RGE77D5O8IRN3KBDMSUFRNS02,customer_id,Column,20230801172351,20230801172351,99991231000000,3RGE77D5O8IRN3KBDMSUFRNS02,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":27}]`,
7S35T2LVJ8LG4AP5D0EO0AFF6R,order_date,Column,20230801172351,20230801172351,99991231000000,7S35T2LVJ8LG4AP5D0EO0AFF6R,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":15}]`,
4KAB36G0H3QA8VNHLHBGRKGGQE,order_id,Column,20230801172351,20230801172351,99991231000000,4KAB36G0H3QA8VNHLHBGRKGGQE,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":19}]`,
198FMC7LUQLSF1NC03DM82EDB0,status,Column,20230801172351,20230801172351,99991231000000,198FMC7LUQLSF1NC03DM82EDB0,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":5,"y":5},{"hashCode":"0","x":5,"y":11}]`,
T45IO3C3RKULUJ0U4FBLLE6EO,amount,Column,20230801172353,20230801172353,99991231000000,T45IO3C3RKULUJ0U4FBLLE6EO,1,I,Column,payment,Table,`[{"hashCode":"0","x":7,"y":18},{"hashCode":"0","x":7,"y":24}]`,
1EMSIGTT0MRT1E1I55PG732765,created,Column,20230801172353,20230801172353,99991231000000,1EMSIGTT0MRT1E1I55PG732765,1,I,Column,payment,Table,`[{"hashCode":"0","x":8,"y":5},{"hashCode":"0","x":8,"y":12}]`,
172HRHBVUESG2U7BM9ESHH0QKR,id,Column,20230801172353,20230801172353,99991231000000,172HRHBVUESG2U7BM9ESHH0QKR,1,I,Column,payment,Table,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":7}]`,
41OSIJDSUNBJGS65B4GU98BGRH,orderid,Column,20230801172353,20230801172353,99991231000000,41OSIJDSUNBJGS65B4GU98BGRH,1,I,Column,payment,Table,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":12}]`,
F76JUADDDD6LK2MCHAOO6C6BC,paymentmethod,Column,20230801172353,20230801172353,99991231000000,F76JUADDDD6LK2MCHAOO6C6BC,1,I,Column,payment,Table,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":18}]`,
3264H33R44J20BGNJO0OMNPQFF,status,Column,20230801172353,20230801172353,99991231000000,3264H33R44J20BGNJO0OMNPQFF,1,I,Column,payment,Table,`[{"hashCode":"0","x":5,"y":5},{"hashCode":"0","x":5,"y":11}]`,
2K7BUQ9TB6KBE40U4M909Q2PA7,amount,Column,20230801172353,20230801172353,99991231000000,2K7BUQ9TB6KBE40U4M909Q2PA7,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":7,"y":5},{"hashCode":"0","x":7,"y":44}]`,
67DQG3TT6HL18DRVLKM79AP3GS,created_at,Column,20230801172353,20230801172353,99991231000000,67DQG3TT6HL18DRVLKM79AP3GS,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":8,"y":5},{"hashCode":"0","x":8,"y":26}]`,
13NKCJ6HBES28PLQAPC0G1J4MR,order_id,Column,20230801172353,20230801172353,99991231000000,13NKCJ6HBES28PLQAPC0G1J4MR,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":3,"y":5},{"hashCode":"0","x":3,"y":24}]`,
210TBLICKTO6OAA8OLCS0FELQH,payment_id,Column,20230801172353,20230801172353,99991231000000,210TBLICKTO6OAA8OLCS0FELQH,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":2,"y":5},{"hashCode":"0","x":2,"y":21}]`,
12GSU3520TFA0OLL08E3SQHG1V,payment_method,Column,20230801172353,20230801172353,99991231000000,12GSU3520TFA0OLL08E3SQHG1V,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":4,"y":5},{"hashCode":"0","x":4,"y":36}]`,
7BM72U8SJELQT7IVSA59HLL03D,status,Column,20230801172353,20230801172353,99991231000000,7BM72U8SJELQT7IVSA59HLL03D,1,I,Column,RS-1,Select_list,`[{"hashCode":"0","x":5,"y":5},{"hashCode":"0","x":5,"y":11}]`,
7HCIOPCNH8J4IL2H2ABE5CT4MO,round,Column,20230801172353,20230801172353,99991231000000,7HCIOPCNH8J4IL2H2ABE5CT4MO,1,I,Column,round,Function,`[{"hashCode":"0","x":7,"y":5},{"hashCode":"0","x":7,"y":10}]`,

