Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,Entity_Type,Entity_Parent_Name,Entity_Parent_Type,
M1DQ9IN95AN7LIVS5AQJRVSC8,ANALYTICS,Database,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,M1DQ9IN95AN7LIVS5AQJRVSC8,1,I,Database,Snowflake,System
M1DQ9IN95AN7LIVS5AQJRVSC8,ANALYTICS,Database,2023-08-01-17-23-17,2023-08-01-17-23-17,99991231000000,M1DQ9IN95AN7LIVS5AQJRVSC8,1,I,Database,Snowflake,System
M1DQ9IN95AN7LIVS5AQJRVSC8,ANALYTICS,Database,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,M1DQ9IN95AN7LIVS5AQJRVSC8,1,I,Database,Snowflake,System
M1DQ9IN95AN7LIVS5AQJRVSC8,ANALYTICS,Database,2023-08-01-17-23-19,2023-08-01-17-23-19,99991231000000,M1DQ9IN95AN7LIVS5AQJRVSC8,1,I,Database,DBT_GGITHIRI,System
Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,Entity_Type,Entity_Parent_Name,Entity_Parent_Type,
M1DQ9IN95AN7LIVS5AQJRVSC8,analytics,Database,20230801172336,20230801172336,99991231000000,M1DQ9IN95AN7LIVS5AQJRVSC8,1,I,Database,5.16.10,DBT_Project,
1VJTAIDKGQQNSU5K62DOEBTLJH,raw,Database,20230801172349,20230801172349,99991231000000,1VJTAIDKGQQNSU5K62DOEBTLJH,1,I,Database,5.16.10,DBT_Project,

