Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,compiled,resource_type,config_enabled,config_metarialized,config_persist_docs,config_quoting,config_column_types,config_full_refresh,config_unique_key,config_on_schema_change,config_copy_grants,config_transient,config_post_hook__,config_pre_hook__,database,schema,fqn___,unique_id,package_name,root_path,path,original_file_path,name,alias,checksum,tags___,refs___,sources___,description,columns,meta,docs,patch_path,compiled_path,build_path,deferred,unrendered_config,created_at
`36K9CE52LQ5G42THF8UOHBQNH`,`TOTAL_REVENUE`,`Analysis`,`2023-08-01-17-23-17`,`2023-08-01-17-23-17`,`99991231000000`,`36K9CE52LQ5G42THF8UOHBQNH`,`1`,`I`,``,`analysis`,`view`,`true`,`{}`,`{}`,`{}`,``,``,`ignore`,``,``,`[]`,`[]`,`ANALYTICS`,`DBT_GGITHIRI`,`["jaffle_shop","analysis","total_revenue"]`,`analysis.jaffle_shop.total_revenue`,`jaffle_shop`,`C:\\Users\\LENOVO\\Desktop\\EonCollective\\dbt\\dbt_fundamentals`,`analysis\\total_revenue.sql`,`analyses\\total_revenue.sql`,`total_revenue`,`total_revenue`,`{"name":"sha256","checksum":"6a193ce7b5740cb3d47d063122e281b604559026121e2fbc26b12aade9b96f31"}`,`[]`,`[["stg_payments"]]`,`[]`,``,`{}`,`{}`,`{"show":true}`,``,``,``,`false`,`{"warn_error":true}`,`1688629733.1141427`
