Entity_ID:ID,Entity_Name,:Label,CreateTimeStamp,EFFDT,TERMDT,HashKey,Version,Status,name,resource_type,unique_id,package_name,root_path,path,original_file_path,description,meta,docs,patch_path,created_at
`56CFDA34RI7HNG51NMAT453DHN`,`get_columns_in_query`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`56CFDA34RI7HNG51NMAT453DHN`,`1`,`I`,`get_columns_in_query`,`macro`,`macro.dbt.get_columns_in_query`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`2SNKAD9GKCBFBDFL01BPIM1VNV`,`default__get_columns_in_query`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2SNKAD9GKCBFBDFL01BPIM1VNV`,`1`,`I`,`default__get_columns_in_query`,`macro`,`macro.dbt.default__get_columns_in_query`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`65JPOQALCQP9USEU5KI2K82QD2`,`alter_column_type`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`65JPOQALCQP9USEU5KI2K82QD2`,`1`,`I`,`alter_column_type`,`macro`,`macro.dbt.alter_column_type`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`7L2P0GM2EH8LRHVCU9413GJE4F`,`default__alter_column_type`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`7L2P0GM2EH8LRHVCU9413GJE4F`,`1`,`I`,`default__alter_column_type`,`macro`,`macro.dbt.default__alter_column_type`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`1A2JD71EIMBV7VSF7PCAMKR6T5`,`alter_relation_add_remove_columns`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`1A2JD71EIMBV7VSF7PCAMKR6T5`,`1`,`I`,`alter_relation_add_remove_columns`,`macro`,`macro.dbt.alter_relation_add_remove_columns`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`6PDF0NMKB1KJ6FS0N01LR6O8S9`,`default__alter_relation_add_remove_columns`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`6PDF0NMKB1KJ6FS0N01LR6O8S9`,`1`,`I`,`default__alter_relation_add_remove_columns`,`macro`,`macro.dbt.default__alter_relation_add_remove_columns`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\columns.sql`,`macros\\adapters\\columns.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`3O9GUC5R4QOONPJF5IUUPBI3MT`,`current_timestamp`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3O9GUC5R4QOONPJF5IUUPBI3MT`,`1`,`I`,`current_timestamp`,`macro`,`macro.dbt.current_timestamp`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\freshness.sql`,`macros\\adapters\\freshness.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`3901OE8KFHUNJ70LT2R07PO7P3`,`default__current_timestamp`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3901OE8KFHUNJ70LT2R07PO7P3`,`1`,`I`,`default__current_timestamp`,`macro`,`macro.dbt.default__current_timestamp`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\freshness.sql`,`macros\\adapters\\freshness.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`6QPEQTLEL8CCR4LF65VJUPFU8S`,`collect_freshness`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`6QPEQTLEL8CCR4LF65VJUPFU8S`,`1`,`I`,`collect_freshness`,`macro`,`macro.dbt.collect_freshness`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\freshness.sql`,`macros\\adapters\\freshness.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`229P0Q2NE53P9LPRJ4QGERJOH8`,`default__collect_freshness`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`229P0Q2NE53P9LPRJ4QGERJOH8`,`1`,`I`,`default__collect_freshness`,`macro`,`macro.dbt.default__collect_freshness`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\freshness.sql`,`macros\\adapters\\freshness.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`10LA27U65FBSH3280D41HBPA4V`,`get_create_index_sql`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`10LA27U65FBSH3280D41HBPA4V`,`1`,`I`,`get_create_index_sql`,`macro`,`macro.dbt.get_create_index_sql`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\indexes.sql`,`macros\\adapters\\indexes.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`2D1GF5BE7UMG41OSC228UFUF9C`,`default__get_create_index_sql`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2D1GF5BE7UMG41OSC228UFUF9C`,`1`,`I`,`default__get_create_index_sql`,`macro`,`macro.dbt.default__get_create_index_sql`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\indexes.sql`,`macros\\adapters\\indexes.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`4HITJA87JBEBNVJGLS6MHOU0R6`,`create_indexes`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`4HITJA87JBEBNVJGLS6MHOU0R6`,`1`,`I`,`create_indexes`,`macro`,`macro.dbt.create_indexes`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\indexes.sql`,`macros\\adapters\\indexes.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`2DOP2VA1O0G35FM7D7P8E9OUJM`,`default__create_indexes`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2DOP2VA1O0G35FM7D7P8E9OUJM`,`1`,`I`,`default__create_indexes`,`macro`,`macro.dbt.default__create_indexes`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\indexes.sql`,`macros\\adapters\\indexes.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`2IID1UB0KFF8QFAC9P5GB90PIC`,`get_catalog`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2IID1UB0KFF8QFAC9P5GB90PIC`,`1`,`I`,`get_catalog`,`macro`,`macro.dbt.get_catalog`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5202565`
`7EIMJHKIS0H01TF2JROOCL41RQ`,`default__get_catalog`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`7EIMJHKIS0H01TF2JROOCL41RQ`,`1`,`I`,`default__get_catalog`,`macro`,`macro.dbt.default__get_catalog`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`2H0O5MELT0D5Q5QM2UKPS2M9AR`,`information_schema_name`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2H0O5MELT0D5Q5QM2UKPS2M9AR`,`1`,`I`,`information_schema_name`,`macro`,`macro.dbt.information_schema_name`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`4H4H9QBNSRI492K4231FEL82OT`,`default__information_schema_name`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`4H4H9QBNSRI492K4231FEL82OT`,`1`,`I`,`default__information_schema_name`,`macro`,`macro.dbt.default__information_schema_name`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`7VODCME4IQDL7RRHLS0PPSD4C4`,`list_schemas`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`7VODCME4IQDL7RRHLS0PPSD4C4`,`1`,`I`,`list_schemas`,`macro`,`macro.dbt.list_schemas`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`4UP6772BMAPOTIT9Q8L996CUH4`,`default__list_schemas`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`4UP6772BMAPOTIT9Q8L996CUH4`,`1`,`I`,`default__list_schemas`,`macro`,`macro.dbt.default__list_schemas`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5IOFLKQF4I2H6OPBQP8PQVEROH`,`check_schema_exists`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5IOFLKQF4I2H6OPBQP8PQVEROH`,`1`,`I`,`check_schema_exists`,`macro`,`macro.dbt.check_schema_exists`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5QRAA18BVL4K64CSM752MJ0EA0`,`default__check_schema_exists`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5QRAA18BVL4K64CSM752MJ0EA0`,`1`,`I`,`default__check_schema_exists`,`macro`,`macro.dbt.default__check_schema_exists`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`3G274S84GTM6EQ0CKE55SD8IER`,`list_relations_without_caching`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3G274S84GTM6EQ0CKE55SD8IER`,`1`,`I`,`list_relations_without_caching`,`macro`,`macro.dbt.list_relations_without_caching`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5JNAJTIGNJ4NFBB1KF442EOIOL`,`default__list_relations_without_caching`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5JNAJTIGNJ4NFBB1KF442EOIOL`,`1`,`I`,`default__list_relations_without_caching`,`macro`,`macro.dbt.default__list_relations_without_caching`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\metadata.sql`,`macros\\adapters\\metadata.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`2AV09IAABNQO6AIVRIPG4LBUQ2`,`alter_column_comment`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2AV09IAABNQO6AIVRIPG4LBUQ2`,`1`,`I`,`alter_column_comment`,`macro`,`macro.dbt.alter_column_comment`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`2TRJPG1GK68IIK492GMTKQNVUB`,`default__alter_column_comment`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2TRJPG1GK68IIK492GMTKQNVUB`,`1`,`I`,`default__alter_column_comment`,`macro`,`macro.dbt.default__alter_column_comment`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`4TKNNQ93Q4B90MGGD7IKIJS7B5`,`alter_relation_comment`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`4TKNNQ93Q4B90MGGD7IKIJS7B5`,`1`,`I`,`alter_relation_comment`,`macro`,`macro.dbt.alter_relation_comment`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5GT3ELR299GCNN2ADFC156GF9A`,`default__alter_relation_comment`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5GT3ELR299GCNN2ADFC156GF9A`,`1`,`I`,`default__alter_relation_comment`,`macro`,`macro.dbt.default__alter_relation_comment`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`458V71UMR5MV0U8JI87U25H0OA`,`persist_docs`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`458V71UMR5MV0U8JI87U25H0OA`,`1`,`I`,`persist_docs`,`macro`,`macro.dbt.persist_docs`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`MANO0OKBFF7JJI55BONT0DD2M`,`default__persist_docs`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`MANO0OKBFF7JJI55BONT0DD2M`,`1`,`I`,`default__persist_docs`,`macro`,`macro.dbt.default__persist_docs`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\persist_docs.sql`,`macros\\adapters\\persist_docs.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`2FGQ3ABBDCNKBON03P1HNKNRBE`,`make_temp_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`2FGQ3ABBDCNKBON03P1HNKNRBE`,`1`,`I`,`make_temp_relation`,`macro`,`macro.dbt.make_temp_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`3PKIKA8ILJ5QOE5PM3FOBPC053`,`default__make_temp_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3PKIKA8ILJ5QOE5PM3FOBPC053`,`1`,`I`,`default__make_temp_relation`,`macro`,`macro.dbt.default__make_temp_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`53EFFCF7JQH3U08DOMQ6NDJ7FB`,`drop_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`53EFFCF7JQH3U08DOMQ6NDJ7FB`,`1`,`I`,`drop_relation`,`macro`,`macro.dbt.drop_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`61RF8VBGT2M0E4KFHMD7UOIDSK`,`default__drop_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`61RF8VBGT2M0E4KFHMD7UOIDSK`,`1`,`I`,`default__drop_relation`,`macro`,`macro.dbt.default__drop_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`7OU8JC278U69VN15V41RPIV6GS`,`truncate_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`7OU8JC278U69VN15V41RPIV6GS`,`1`,`I`,`truncate_relation`,`macro`,`macro.dbt.truncate_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`1MAGS57KCJ9LE64GBJAP446Q59`,`default__truncate_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`1MAGS57KCJ9LE64GBJAP446Q59`,`1`,`I`,`default__truncate_relation`,`macro`,`macro.dbt.default__truncate_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`3HS037D2GATKKJA0DNRP2NHNR5`,`rename_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3HS037D2GATKKJA0DNRP2NHNR5`,`1`,`I`,`rename_relation`,`macro`,`macro.dbt.rename_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5RNAP9JQQL1ACFDIIK95GIJ5RA`,`default__rename_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5RNAP9JQQL1ACFDIIK95GIJ5RA`,`1`,`I`,`default__rename_relation`,`macro`,`macro.dbt.default__rename_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`3BNGLSO2I2PH4LCNG9UJ4FIST5`,`get_or_create_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3BNGLSO2I2PH4LCNG9UJ4FIST5`,`1`,`I`,`get_or_create_relation`,`macro`,`macro.dbt.get_or_create_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5P833G4VBPEHK41U0R8GA795OQ`,`default__get_or_create_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5P833G4VBPEHK41U0R8GA795OQ`,`1`,`I`,`default__get_or_create_relation`,`macro`,`macro.dbt.default__get_or_create_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5GBOVB7NCEI0QRJSCH2HJFOA6I`,`load_relation`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5GBOVB7NCEI0QRJSCH2HJFOA6I`,`1`,`I`,`load_relation`,`macro`,`macro.dbt.load_relation`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`6GU5OF157JFDB4E0J9IHVJNCPB`,`drop_relation_if_exists`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`6GU5OF157JFDB4E0J9IHVJNCPB`,`1`,`I`,`drop_relation_if_exists`,`macro`,`macro.dbt.drop_relation_if_exists`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\relation.sql`,`macros\\adapters\\relation.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`HFF2L1SQ2KT55OF3E7B5FC82M`,`create_schema`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`HFF2L1SQ2KT55OF3E7B5FC82M`,`1`,`I`,`create_schema`,`macro`,`macro.dbt.create_schema`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\schema.sql`,`macros\\adapters\\schema.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`5K7HLE33PCA8FP26KBKRFOU779`,`default__create_schema`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`5K7HLE33PCA8FP26KBKRFOU779`,`1`,`I`,`default__create_schema`,`macro`,`macro.dbt.default__create_schema`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\schema.sql`,`macros\\adapters\\schema.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`3FKM1SBB6C38TEU8KBPODM8A6M`,`drop_schema`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`3FKM1SBB6C38TEU8KBPODM8A6M`,`1`,`I`,`drop_schema`,`macro`,`macro.dbt.drop_schema`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\schema.sql`,`macros\\adapters\\schema.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
`6HGUM0PNEFG8VVL9I22A2HJBE3`,`default__drop_schema`,`Macro`,`2023-08-01-17-23-18`,`2023-08-01-17-23-18`,`99991231000000`,`6HGUM0PNEFG8VVL9I22A2HJBE3`,`1`,`I`,`default__drop_schema`,`macro`,`macro.dbt.default__drop_schema`,`dbt`,`C:\\Users\\LENOVO\\Desktop\\coalesce\\building-dbt-coalasce\\dbt-output\\env-dbt\\lib\\site-packages\\dbt\\include\\global_project`,`macros\\adapters\\schema.sql`,`macros\\adapters\\schema.sql`,``,`"{}"`,`"{"show":true}"`,``,`1688629732.5358987`
