Entity_ID;Entity_Name;Entity_Type;Entity_Parent_Name;Entity_Parent_Type;Label;CreateTimeStamp;EFFDT;TERMDT;HashKey;Version;Status
Snowflake~DEFAULT~DEFAULT~RS-1~14_1~CUSTOMER_ID;CUSTOMER_ID;Column;RS-1;Select_list;Column;20230801172340;20230801172340;99991231000000;5IQG1H5CVMMQMCCP0P525EK9AK;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14_2~ORDER_DATE;ORDER_DATE;Column;RS-1;Select_list;Column;20230801172340;20230801172340;99991231000000;7T2TBOHML59F2PK783Q9IK47BN;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~67~order_id;order_id;Column;RS-1;Select_list;Column;20230801172340;20230801172340;99991231000000;6AL33404AENKKKAFR3QTRFI4HO;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~30~*;*;Column;RS-2;Select_list;Column;20230801172340;20230801172340;99991231000000;50017P9ARCJHJLIKKDAGCQV2UQ;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~30_2~AMOUNT;AMOUNT;Column;RS-2;Select_list;Column;20230801172340;20230801172340;99991231000000;53N2HUMURUC65OA7CFG260BS96;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~30_0~ORDER_ID;ORDER_ID;Column;RS-2;Select_list;Column;20230801172340;20230801172340;99991231000000;427381TN0R2E9M16L69EJHDC6R;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~66~status;status;Column;RS-2;Select_list;Column;20230801172340;20230801172340;99991231000000;67V93IA6E2C0M13RH4KI4UJFRO;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~36~amount;amount;Column;RS-3;Select_list;Column;20230801172340;20230801172340;99991231000000;9TTHLRGUFBM2KTDJFD2HRVL67;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~35~order_id;order_id;Column;RS-3;Select_list;Column;20230801172340;20230801172340;99991231000000;6E502SGQMK9DMJJCSUNT56QDLP;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~46~RelationRows;RelationRows;Column;RS-4;Select_list;Column;20230801172340;20230801172340;99991231000000;6R6Q1PRPTD36H7NN3K76O1RT3J;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~51~amount;amount;Column;RS-4;Select_list;Column;20230801172340;20230801172340;99991231000000;422VKOTDN3TUT1UP813DDQAGH5;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~49~customer_id;customer_id;Column;RS-4;Select_list;Column;20230801172340;20230801172340;99991231000000;U3ULB0T6D8NL43RAAR85DFQ67;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~50~order_date;order_date;Column;RS-4;Select_list;Column;20230801172340;20230801172340;99991231000000;14J4QCR8QQDC11Q09HFNGDF0AB;1;I
Snowflake~DEFAULT~DEFAULT~RS-4~48~order_id;order_id;Column;RS-4;Select_list;Column;20230801172340;20230801172340;99991231000000;7TSUG3H44OI8RJ4KL3DPSQVH6H;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~60~RelationRows;RelationRows;Column;RS-5;Select_list;Column;20230801172340;20230801172340;99991231000000;22ULKOL0J3ISMF2GLC0FVP55B9;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~65~amount;amount;Column;RS-5;Select_list;Column;20230801172340;20230801172340;99991231000000;35HG5C76R5I0D0SSRRHG0OGP3P;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~63~customer_id;customer_id;Column;RS-5;Select_list;Column;20230801172340;20230801172340;99991231000000;4Q6G6VK62MS83L8D5SS9QE0MH9;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~64~order_date;order_date;Column;RS-5;Select_list;Column;20230801172340;20230801172340;99991231000000;5Q0LT79DKGOP4G87H5H2RJMVOV;1;I
Snowflake~DEFAULT~DEFAULT~RS-5~62~order_id;order_id;Column;RS-5;Select_list;Column;20230801172340;20230801172340;99991231000000;2O4EGK34Q105V2DDIL3EQFMIGT;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN~42~case-when;case-when;Column;case-when;Function;Column;20230801172340;20230801172340;99991231000000;28NGBNL3B6J8NHVEDQ9LR86EEU;1;I
Snowflake~DEFAULT~DEFAULT~COALESCE~54~coalesce;coalesce;Column;coalesce;Function;Column;20230801172340;20230801172340;99991231000000;3ICGVKAEMSGVLHJUL8PVQFTAD0;1;I
Snowflake~DEFAULT~DEFAULT~SUM~39~sum;sum;Column;sum;Function;Column;20230801172340;20230801172340;99991231000000;41MV5VEHNOJ2H70KF0NAFV6IF9;1;I
Snowflake~ANALYTICS;analytics;Database;5.16.10;DBT_Project;Database;20230801172348;20230801172348;99991231000000;M1DQ9IN95AN7LIVS5AQJRVSC8;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI;DBT_GGITHIRI;Schema;ANALYTICS;Database;Schema;20230801172348;20230801172348;99991231000000;6OJ1RV0RECF7TMUI7K8HU8UG0K;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_PAYMENTS;stg_payments;Table;DBT_GGITHIRI;Schema;Table;20230801172348;20230801172348;99991231000000;7JM8O7SKFJIHFCRP7AV24ESSQR;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1;CTE-FINAL-1;With_cte;DEFAULT;Schema;With_cte;20230801172348;20230801172348;99991231000000;5OQGSS0QEPKO2IOCQOK8VUVEB;1;I
Snowflake~DEFAULT~DEFAULT~CTE-PAYMENTS-1;CTE-PAYMENTS-1;With_cte;DEFAULT;Schema;With_cte;20230801172348;20230801172348;99991231000000;JMIF9IHQ5966DOKT2JBA2UBT8;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;RS-1;Select_list;DEFAULT;Schema;Select_list;20230801172348;20230801172348;99991231000000;5S7MO4JV3DH1C1VDKCUHGHD2GP;1;I
Snowflake~DEFAULT~DEFAULT~RS-2;RS-2;Select_list;DEFAULT;Schema;Select_list;20230801172348;20230801172348;99991231000000;2UFNO0IIS23283KC5MDI9RRT3Q;1;I
Snowflake~DEFAULT~DEFAULT~RS-3;RS-3;Select_list;DEFAULT;Schema;Select_list;20230801172348;20230801172348;99991231000000;2MG4KALOMJVPIVI3BB67QP73CJ;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN;case-when;Function;DEFAULT;Schema;Function;20230801172348;20230801172348;99991231000000;6DJ5RJRBLDEURM05Q9UC14SL2A;1;I
Snowflake~DEFAULT~DEFAULT~SUM;sum;Function;DEFAULT;Schema;Function;20230801172348;20230801172348;99991231000000;2I6JF92HSLT1BTFS5477LAJLOG;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_PAYMENTS~15~*;*;Column;stg_payments;Table;Column;20230801172348;20230801172348;99991231000000;13D1CV73R1IJ0TPMULRNE156NL;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_PAYMENTS~11~amount;amount;Column;stg_payments;Table;Column;20230801172348;20230801172348;99991231000000;265GOFDUIAOEA5JEOCDCNILTPB;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_PAYMENTS~9~order_id;order_id;Column;stg_payments;Table;Column;20230801172348;20230801172348;99991231000000;69PTHJSNJUR0DRK3UF52DKVLML;1;I
Snowflake~ANALYTICS~DBT_GGITHIRI~STG_PAYMENTS~10~payment_method;payment_method;Column;stg_payments;Table;Column;20230801172348;20230801172348;99991231000000;1FNMNJ7L5FL7MMKPS7G8VS9FMV;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~50~bank_transfer_a;bank_transfer_a;Column;CTE-FINAL-1;With_cte;Column;20230801172348;20230801172348;99991231000000;29UM8G83G2DSHRTHU33JEOBF5F;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~52~coupon_a;coupon_a;Column;CTE-FINAL-1;With_cte;Column;20230801172348;20230801172348;99991231000000;29VFK42IM0SR3TPK79V0HUTS3N;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~51~credit_card_a;credit_card_a;Column;CTE-FINAL-1;With_cte;Column;20230801172348;20230801172348;99991231000000;1E06DV3NGSABN6JQR1HNPV25N0;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~53~gift_card_a;gift_card_a;Column;CTE-FINAL-1;With_cte;Column;20230801172348;20230801172348;99991231000000;4B8O3B2LKVQ88NN1LB99OT99KS;1;I
Snowflake~DEFAULT~DEFAULT~CTE-FINAL-1~49~order_id;order_id;Column;CTE-FINAL-1;With_cte;Column;20230801172348;20230801172348;99991231000000;46613809I8RN5DL11QFFMSEF7A;1;I
Snowflake~DEFAULT~DEFAULT~CTE-PAYMENTS-1~16~*;*;Column;CTE-PAYMENTS-1;With_cte;Column;20230801172348;20230801172348;99991231000000;1JRBGG1IHMVM8VUA45DJ080OVO;1;I
Snowflake~DEFAULT~DEFAULT~CTE-PAYMENTS-1~16_2~AMOUNT;AMOUNT;Column;CTE-PAYMENTS-1;With_cte;Column;20230801172348;20230801172348;99991231000000;43KJ7P7H0O8IH06K03L0618HU8;1;I
Snowflake~DEFAULT~DEFAULT~CTE-PAYMENTS-1~16_0~ORDER_ID;ORDER_ID;Column;CTE-PAYMENTS-1;With_cte;Column;20230801172348;20230801172348;99991231000000;4QQRCSBKMS50AM67E9N2ADR169;1;I
Snowflake~DEFAULT~DEFAULT~CTE-PAYMENTS-1~16_1~PAYMENT_METHOD;PAYMENT_METHOD;Column;CTE-PAYMENTS-1;With_cte;Column;20230801172348;20230801172348;99991231000000;5SHIFFMEE582ITDVAE6TC3MC3R;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14~*;*;Column;RS-1;Select_list;Column;20230801172348;20230801172348;99991231000000;4NNFSUNSI94T7ETIKKR0FFCPKN;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14_2~AMOUNT;AMOUNT;Column;RS-1;Select_list;Column;20230801172348;20230801172348;99991231000000;2HJNMQ3G6RDNN04EMV3MSEIBR7;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14_0~ORDER_ID;ORDER_ID;Column;RS-1;Select_list;Column;20230801172348;20230801172348;99991231000000;4N4690C1PJFRMB6CEEJ6DMTPF9;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~61~payment_method;payment_method;Column;RS-1;Select_list;Column;20230801172348;20230801172348;99991231000000;JHKD3CT2768J6E26J5710GBFF;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~20~bank_transfer_a;bank_transfer_a;Column;RS-2;Select_list;Column;20230801172348;20230801172348;99991231000000;372FB2BINCJP6934K585TNQHL6;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~35~coupon_a;coupon_a;Column;RS-2;Select_list;Column;20230801172348;20230801172348;99991231000000;59L8R6M0BSNB6LGJFB61H2P42D;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~28~credit_card_a;credit_card_a;Column;RS-2;Select_list;Column;20230801172348;20230801172348;99991231000000;2PVEIDVSIK19S1VL57VHFOM5V0;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~42~gift_card_a;gift_card_a;Column;RS-2;Select_list;Column;20230801172348;20230801172348;99991231000000;28RDUT95D94OA3UUE2AENBORRL;1;I
Snowflake~DEFAULT~DEFAULT~RS-2~19~order_id;order_id;Column;RS-2;Select_list;Column;20230801172348;20230801172348;99991231000000;2FPKR9E4GQOF2JIC7JBOOPDAHI;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~57~bank_transfer_a;bank_transfer_a;Column;RS-3;Select_list;Column;20230801172348;20230801172348;99991231000000;4FLD20MFO61J9I1I9T5183F445;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~59~coupon_a;coupon_a;Column;RS-3;Select_list;Column;20230801172348;20230801172348;99991231000000;5NEI0T4HHTNT5M17J468HBQUBN;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~58~credit_card_a;credit_card_a;Column;RS-3;Select_list;Column;20230801172348;20230801172348;99991231000000;4CLTGINGOVIOPGOEIENVKPPN5P;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~60~gift_card_a;gift_card_a;Column;RS-3;Select_list;Column;20230801172348;20230801172348;99991231000000;4PJHA12G1DU96SF73F3Q19B0MS;1;I
Snowflake~DEFAULT~DEFAULT~RS-3~56~order_id;order_id;Column;RS-3;Select_list;Column;20230801172348;20230801172348;99991231000000;59TQCSKKNDV3SO65MTN5NC243H;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN~34~case-when;case-when;Column;case-when;Function;Column;20230801172348;20230801172348;99991231000000;EMPKVTJ3C51MLTGIV2CSB4N6D;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN~26~case-when;case-when;Column;case-when;Function;Column;20230801172348;20230801172348;99991231000000;422P9T9IF5NBSD421GSPICTQEP;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN~48~case-when;case-when;Column;case-when;Function;Column;20230801172348;20230801172348;99991231000000;1LRK90H64SCV3N5FFU4NOAT66B;1;I
Snowflake~DEFAULT~DEFAULT~CASE-WHEN~41~case-when;case-when;Column;case-when;Function;Column;20230801172348;20230801172348;99991231000000;6TRIV1DTUQ9DM5TVSOSJBSO5ER;1;I
Snowflake~DEFAULT~DEFAULT~SUM~23~sum;sum;Column;sum;Function;Column;20230801172348;20230801172348;99991231000000;2R059RFDPNE94BBU9FL6OK1JKM;1;I
Snowflake~DEFAULT~DEFAULT~SUM~45~sum;sum;Column;sum;Function;Column;20230801172348;20230801172348;99991231000000;5BF2U1LIDFQ9T0RBJTI2ENR3F3;1;I
Snowflake~DEFAULT~DEFAULT~SUM~38~sum;sum;Column;sum;Function;Column;20230801172348;20230801172348;99991231000000;4L51H4B5Q4FR01KD9RL9CKUKRV;1;I
Snowflake~DEFAULT~DEFAULT~SUM~31~sum;sum;Column;sum;Function;Column;20230801172348;20230801172348;99991231000000;4QF6786D6G7OU1B7P47LKQ6F95;1;I
Snowflake~RAW;raw;Database;5.16.10;DBT_Project;Database;20230801172349;20230801172349;99991231000000;1VJTAIDKGQQNSU5K62DOEBTLJH;1;I
Snowflake~RAW~JAFFLE_SHOP;JAFFLE_SHOP;Schema;RAW;Database;Schema;20230801172349;20230801172349;99991231000000;79J2EG0RR93KN09NAR1T1O161G;1;I
Snowflake~RAW~JAFFLE_SHOP~CUSTOMERS;customers;Table;JAFFLE_SHOP;Schema;Table;20230801172349;20230801172349;99991231000000;4HMKFLI4KAJ1EQ321KVGDDDU67;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;RS-1;Select_list;DEFAULT;Schema;Select_list;20230801172349;20230801172349;99991231000000;5S7MO4JV3DH1C1VDKCUHGHD2GP;1;I
Snowflake~RAW~JAFFLE_SHOP~CUSTOMERS~6~first_name;first_name;Column;customers;Table;Column;20230801172349;20230801172349;99991231000000;1ST7QMV874DLF8FBR1D4RVNOJJ;1;I
Snowflake~RAW~JAFFLE_SHOP~CUSTOMERS~5~id;id;Column;customers;Table;Column;20230801172349;20230801172349;99991231000000;7KJMO8IS0P2T4NP9EBR7QG61PG;1;I
Snowflake~RAW~JAFFLE_SHOP~CUSTOMERS~7~last_name;last_name;Column;customers;Table;Column;20230801172349;20230801172349;99991231000000;7I8RIVKSEHH12EFGC554V04O6S;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~10~customer_id;customer_id;Column;RS-1;Select_list;Column;20230801172349;20230801172349;99991231000000;4DFF5VAF3CVRVMJ548HDLS35RO;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~11~first_name;first_name;Column;RS-1;Select_list;Column;20230801172349;20230801172349;99991231000000;7E0BRBN5JNIND8RTP83JHPCLHH;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~12~last_name;last_name;Column;RS-1;Select_list;Column;20230801172349;20230801172349;99991231000000;B6RBKNBO5QEOIO6FKH4I5GNKG;1;I
Snowflake~RAW;raw;Database;5.16.10;DBT_Project;Database;20230801172351;20230801172351;99991231000000;1VJTAIDKGQQNSU5K62DOEBTLJH;1;I
Snowflake~RAW~JAFFLE_SHOP;JAFFLE_SHOP;Schema;RAW;Database;Schema;20230801172351;20230801172351;99991231000000;79J2EG0RR93KN09NAR1T1O161G;1;I
Snowflake~RAW~JAFFLE_SHOP~ORDERS;orders;Table;JAFFLE_SHOP;Schema;Table;20230801172351;20230801172351;99991231000000;1GAE08OP9UOM3A00OBMJG6OV7J;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;RS-1;Select_list;DEFAULT;Schema;Select_list;20230801172351;20230801172351;99991231000000;5S7MO4JV3DH1C1VDKCUHGHD2GP;1;I
Snowflake~RAW~JAFFLE_SHOP~ORDERS~5~id;id;Column;orders;Table;Column;20230801172351;20230801172351;99991231000000;29F0VRE7Q6HC2390ACP6UQ9BAO;1;I
Snowflake~RAW~JAFFLE_SHOP~ORDERS~7~order_date;order_date;Column;orders;Table;Column;20230801172351;20230801172351;99991231000000;31EO9MKLFBLB88IN0P54CV9NTE;1;I
Snowflake~RAW~JAFFLE_SHOP~ORDERS~8~status;status;Column;orders;Table;Column;20230801172351;20230801172351;99991231000000;39M6FB9OTNVOSFDMSU5C4JAD13;1;I
Snowflake~RAW~JAFFLE_SHOP~ORDERS~6~user_id;user_id;Column;orders;Table;Column;20230801172351;20230801172351;99991231000000;64VVKP2ER1SL1BCAU3EKEBU2P1;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~12~customer_id;customer_id;Column;RS-1;Select_list;Column;20230801172351;20230801172351;99991231000000;3RGE77D5O8IRN3KBDMSUFRNS02;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~13~order_date;order_date;Column;RS-1;Select_list;Column;20230801172351;20230801172351;99991231000000;7S35T2LVJ8LG4AP5D0EO0AFF6R;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~11~order_id;order_id;Column;RS-1;Select_list;Column;20230801172351;20230801172351;99991231000000;4KAB36G0H3QA8VNHLHBGRKGGQE;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14~status;status;Column;RS-1;Select_list;Column;20230801172351;20230801172351;99991231000000;198FMC7LUQLSF1NC03DM82EDB0;1;I
Snowflake~RAW;raw;Database;5.16.10;DBT_Project;Database;20230801172353;20230801172353;99991231000000;1VJTAIDKGQQNSU5K62DOEBTLJH;1;I
Snowflake~RAW~STRIPE;STRIPE;Schema;RAW;Database;Schema;20230801172353;20230801172353;99991231000000;2HQ39B5TNCMN8SJPHPLQJ98KN4;1;I
Snowflake~RAW~STRIPE~PAYMENT;payment;Table;STRIPE;Schema;Table;20230801172353;20230801172353;99991231000000;649BELLVD7D5QJ6UCEBH7282S0;1;I
Snowflake~DEFAULT~DEFAULT~RS-1;RS-1;Select_list;DEFAULT;Schema;Select_list;20230801172353;20230801172353;99991231000000;5S7MO4JV3DH1C1VDKCUHGHD2GP;1;I
Snowflake~DEFAULT~DEFAULT~ROUND;round;Function;DEFAULT;Schema;Function;20230801172353;20230801172353;99991231000000;59MRTL9VE6HUL5C43QQH15E0S0;1;I
Snowflake~RAW~STRIPE~PAYMENT~9~amount;amount;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;T45IO3C3RKULUJ0U4FBLLE6EO;1;I
Snowflake~RAW~STRIPE~PAYMENT~10~created;created;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;1EMSIGTT0MRT1E1I55PG732765;1;I
Snowflake~RAW~STRIPE~PAYMENT~5~id;id;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;172HRHBVUESG2U7BM9ESHH0QKR;1;I
Snowflake~RAW~STRIPE~PAYMENT~6~orderid;orderid;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;41OSIJDSUNBJGS65B4GU98BGRH;1;I
Snowflake~RAW~STRIPE~PAYMENT~7~paymentmethod;paymentmethod;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;F76JUADDDD6LK2MCHAOO6C6BC;1;I
Snowflake~RAW~STRIPE~PAYMENT~8~status;status;Column;payment;Table;Column;20230801172353;20230801172353;99991231000000;3264H33R44J20BGNJO0OMNPQFF;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~17~amount;amount;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;2K7BUQ9TB6KBE40U4M909Q2PA7;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~21~created_at;created_at;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;67DQG3TT6HL18DRVLKM79AP3GS;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~14~order_id;order_id;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;13NKCJ6HBES28PLQAPC0G1J4MR;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~13~payment_id;payment_id;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;210TBLICKTO6OAA8OLCS0FELQH;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~15~payment_method;payment_method;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;12GSU3520TFA0OLL08E3SQHG1V;1;I
Snowflake~DEFAULT~DEFAULT~RS-1~16~status;status;Column;RS-1;Select_list;Column;20230801172353;20230801172353;99991231000000;7BM72U8SJELQT7IVSA59HLL03D;1;I
Snowflake~DEFAULT~DEFAULT~ROUND~20~round;round;Column;round;Function;Column;20230801172353;20230801172353;99991231000000;7HCIOPCNH8J4IL2H2ABE5CT4MO;1;I
