:START_ID,:END_ID,:TYPE,CreateTimeStamp,EFFDT,TERMDT,Version,Status
4K7USDU0UQG9S5Q2G1F7IDCLS3,1ODJOFKAR9944RQLH5HCEUFT31,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,685CRUIGH5F0PLO7AK7B7EMT1N,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,4F47ICV2A920U4DOA60ACGMDFM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,56ARE8O0945IS5PA50KL9PJQOQ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,4LECRG0J6NSES5087M5L5IK6TQ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,6O9MVE3N9K94JI17R9M6B58C2K,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,53EUNNRKNCPURIVNK0UVE3QF1A,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,5J1FA45VGBN4JJ2D0LTHFBKMGO,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,73DODET1E66JCUDQI1M555I3F,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,66M3H8R6ROLV4ILJ78772RRO62,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,1BHSIUTHJCJOD63VLNAKLJG8AH,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,15KM3FNI9FCGPGTFEG4DNGMF33,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,2OPHFS5ISSSL3H41M8BH0SGD2U,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,HDFED1ULNFQ5C45KCGEM1AF3S,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,4HMD3MB9634HOI9KQ2LP75B4CB,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,4JT6GD4APLN6FMH94GJ2ODHK4V,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,6R285JMKJGCIFRU947BU7NE2SF,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,2EG5NKRAQLCTCRVJ060MFCESR5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
4K7USDU0UQG9S5Q2G1F7IDCLS3,4M6HPDAIR3GIDAJCSQGPPO7TS8,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
C0MJK8NVJRKEO6S412KHOAFR4,6TAAI9R25N9S4O8GNFTCV87C7R,contains,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,72SMD25AL238EBVJANN8U99ODR,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,BLR9UI7H8FV7HK5LNDD24ITDM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5JKIFF6LAEK3ABUAC1LK7HIPVN,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,56CFDA34RI7HNG51NMAT453DHN,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2SNKAD9GKCBFBDFL01BPIM1VNV,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,65JPOQALCQP9USEU5KI2K82QD2,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7L2P0GM2EH8LRHVCU9413GJE4F,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1A2JD71EIMBV7VSF7PCAMKR6T5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6PDF0NMKB1KJ6FS0N01LR6O8S9,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3O9GUC5R4QOONPJF5IUUPBI3MT,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3901OE8KFHUNJ70LT2R07PO7P3,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6QPEQTLEL8CCR4LF65VJUPFU8S,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,229P0Q2NE53P9LPRJ4QGERJOH8,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,10LA27U65FBSH3280D41HBPA4V,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2D1GF5BE7UMG41OSC228UFUF9C,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4HITJA87JBEBNVJGLS6MHOU0R6,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2DOP2VA1O0G35FM7D7P8E9OUJM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2IID1UB0KFF8QFAC9P5GB90PIC,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7EIMJHKIS0H01TF2JROOCL41RQ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2H0O5MELT0D5Q5QM2UKPS2M9AR,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4H4H9QBNSRI492K4231FEL82OT,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7VODCME4IQDL7RRHLS0PPSD4C4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4UP6772BMAPOTIT9Q8L996CUH4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5IOFLKQF4I2H6OPBQP8PQVEROH,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5QRAA18BVL4K64CSM752MJ0EA0,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3G274S84GTM6EQ0CKE55SD8IER,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5JNAJTIGNJ4NFBB1KF442EOIOL,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2AV09IAABNQO6AIVRIPG4LBUQ2,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2TRJPG1GK68IIK492GMTKQNVUB,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4TKNNQ93Q4B90MGGD7IKIJS7B5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5GT3ELR299GCNN2ADFC156GF9A,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,458V71UMR5MV0U8JI87U25H0OA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,MANO0OKBFF7JJI55BONT0DD2M,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2FGQ3ABBDCNKBON03P1HNKNRBE,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3PKIKA8ILJ5QOE5PM3FOBPC053,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,53EFFCF7JQH3U08DOMQ6NDJ7FB,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,61RF8VBGT2M0E4KFHMD7UOIDSK,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7OU8JC278U69VN15V41RPIV6GS,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1MAGS57KCJ9LE64GBJAP446Q59,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3HS037D2GATKKJA0DNRP2NHNR5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5RNAP9JQQL1ACFDIIK95GIJ5RA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3BNGLSO2I2PH4LCNG9UJ4FIST5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5P833G4VBPEHK41U0R8GA795OQ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5GBOVB7NCEI0QRJSCH2HJFOA6I,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6GU5OF157JFDB4E0J9IHVJNCPB,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,HFF2L1SQ2KT55OF3E7B5FC82M,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5K7HLE33PCA8FP26KBKRFOU779,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3FKM1SBB6C38TEU8KBPODM8A6M,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6HGUM0PNEFG8VVL9I22A2HJBE3,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5M8TKQFVM4FV465M0CUU828JSJ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,MH33ASISVN5E8TNAD48HF7QN1,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7PQQ93QDSI676SG008LI1F65E4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3M4TUNS47D2DFK2VMLPAM7K9PM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2VR5MNU1MN5J3MB45MA44D2K6T,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4K1N7FEGRQH0FAFB0V0BMB5FMU,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7HMUNP82ARR97S3085JUISI7IF,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1E6875KS9ADLTEI4G3QAP8TJBU,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2V3P7GELKUQ4GKCIBERI2STBTE,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2LC7M7CBAG3D4OOHNTKSMHS73B,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1R9TT9SMJFM0JMECV3A8KO0VIL,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,47KT0P1OARO2G92HU2J46GB6M8,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2GAMLAQ4P378KQDK9J21AGM6PV,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2MAV2BK3737ISODL7852S18GPA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5HP4EDNSJNE6EF4J5IMC53HJP,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,12P5T9I7SHF09824FLDE12OL43,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,534STH4P6Q9E4J5BEMD7SEORTA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,32V1PJPIFDH84FQTG2QSRRJKU2,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,182Q411SA29UGHAV6HTB8P3LVD,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6GJSQ0MRF3PITLN506P2J4TLKN,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,GPQ595DHKCC6HAUCON8H7VTSO,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,54FOLQ4CIV7CKFTK5HJP064HC4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,659304IC5KBOQF3I3JUH25C513,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6K5ARVTN1FMLOOI8O8TEBVULH7,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3O42CH5FSRD9MS1VM7CPSOUIP8,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,46EF65PLB7PE76BKPBE2H3UHP0,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,66RUVGUISHQPKFOS1A3H2BF87O,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4H7CHBMK5LDAK6O5OOQ63C255U,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7M19IUOL4GE6OLUFQII33JBQ6O,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,M4OUVGMV580A5SFALM8CSIGK1,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,BNSRH2B7J95GQID8VMDN2KMHC,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4OD74DBKTESFBA7HEEIMO6ERA5,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5M74351E5QPP6T1VJR0J42KU6D,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6D50M55RMN8ICGUC7T9K77HS4F,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1U2FF0KAMK5GDEOFQ2F2P0JEHA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6IV9LL2ABPTSLNUOC2RUP2T8DH,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,38V47SPA8JQUTDO0GIDDPQ1IIC,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6V56AQ4H3HFJTV1B0HGOG7DPSM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,36EK3109NJ8PC3GSC97AQAB16K,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2FQ18BNNOI9EGH8QG8MRKHT151,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3138KJ4S3EFQFALA8G564GIESA,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6UKDKEEMR8NV53SKAT8RMNP5RM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5USABMQIKIC724LDH7HOJV6RTI,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1NBL4CNEIK3J8QHUJLM3KFSMMR,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3V9KSQ901H1STGL7AL2SLHO1R0,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,40UJM6QHA3B8B00K8N3VSSDQDT,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6MTI0794H57JG5JE3U34LID9CJ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2FSIK3N4V1SJOPRJN2QKJKB1I1,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6GOQ5J6E3DPD4QJ9AUG9L173RU,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,1O3L4CIBO7MCKA3K23S93AKNN6,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5AUQ46FUUICUU98849L946TG41,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3S7V6L9BRPAJHGDJOFHTEHBTBJ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,591P6VMKU0A2R45IPF23FEDKE7,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7OQFH7C6NR9824A3N2A1K7UMRK,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3Q8IDRMCMJ47J743HO64RRUF5T,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,32KDH8DRULEGT0DVGT6C8UDQHL,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,BD97N9I1P8BOTO8L328U119LE,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,7R5BU5P5AHQ0V1BD86GALF7673,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4N369USQVNTHRPUU6J1AK2MDQE,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3ML342JSGF7772UMBKVULHNNFH,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4RVJ5IIM3GBI4NT1LHO5V2SFK7,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5VU21GD6SOF709QOBBN48UHPT3,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,6EHU7G00GTJ2HFDR0VE4A25AA0,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2N17RPJTA104A6TA0G0I5REGVF,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,4C3PCEGEMC2OHU1L4PKM3IVCNI,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2VOJC1TLV6CA4VT99FF8BOQ42P,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3VCOCKPFV9JGR29QL62KSGG4CU,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,SDILL3IOCLNKS6N3JGU1VPT1O,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3G1ED2VBL1R07K24VEGCD3R323,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5GLKOUVSCK109CSLTAPQP9C5E7,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,673EEPULD9CEBBJFON63AVMTHR,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,3IO5HJNAEJMUJ1P2DSO682RGV4,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,5PV7UMR9H1FV53BIKD25PN1IR2,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,ULRNK4OBMU0COD9EU1T2P50FH,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,77BC0GL77LBJKHODCDF8S346BM,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,58CM2BJ4EUFQSAA099BN0QQRH0,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,58MFLC1FNT8208LOQN0HJE6TCJ,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,MET062NIFPNANSNGS3T6CPN,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,53U5SB1NBNPQ0TUJV9MM8RN1IC,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,109PEDMGHJ0N7MM646BVET2844,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,2A3R2EGRH97QNVDFS93EHG9ON2,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,44EAFADSQBBKC1NPTOM2GQUECL,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
6TAAI9R25N9S4O8GNFTCV87C7R,TB1T0I1MI29O5UJOTMER066FK,contains_macro,2023-08-01-17-23-18,2023-08-01-17-23-18,99991231000000,1,I
